,prod_of_A_at_BR1,prod_of_R+_at_BR1,prod_of_C_at_BR2,prod_of_R+_at_BR2,stockout_of_A,stockout_of_C,stockout_of_R+,inventory_of_A,inventory_of_C,inventory_of_R+
OptimalValues,1.0,0.0,0.0,1.0,0.0,2.5,0.0,32.5,0.0,42.5
